*Time*          *Precip*      *Precip*     *Precip*     *Temp*         *Temp*         *Temp*
                 Selbu         Berkaak      Roros        Selbu          Berkaak        Roros      
20001202/1200    0.200000      1.400000     0.000000     6.200000       4.200000       2.200000           
20001203/1200    2.200000      0.400000     0.500000     7.100000       5.100000       1.400000           
20001204/1200    0.000000      0.000000     0.000000     2.000000       -0.300000      -4.500000          
20001205/1200    0.000000      0.000000     0.500000     7.800000       6.000000       4.400000           
20001206/1200    1.200000      0.000000     0.000000     9.600000       8.400000       5.800000           
20001207/1200    0.000000      0.000000     0.000000     3.600000       1.500000       -0.300000          
20001208/1200    0.000000      0.000000     0.000000     -0.100000      0.800000       -1.900000          
20001209/1200    0.000000      0.100000     1.300000     4.100000       2.300000       0.700000           
20001210/1200    0.500000      0.000000     0.100000     1.700000       2.700000       -1.300000          
20001211/1200    0.000000      0.000000     0.000000     5.700000       3.600000       0.900000           
20001212/1200    0.000000      0.000000     0.000000     4.000000       0.700000       -5.400000          
20001213/1200    0.000000      0.000000     0.100000     5.500000       3.100000       1.000000           
20001214/1200    0.100000      0.000000     8.000000     3.600000       -0.600000      -2.100000          
20001215/1200    0.000000      1.500000     0.000000     -0.100000      -0.700000      -3.500000          
20001216/1200    3.300000      16.000000    1.500000     0.900000       -2.900000      -1.400000              
20001217/1200    1.500000      0.300000     0.000000     -0.400000      -2.800000      -3.100000          
20001218/1200    0.300000      0.000000     0.100000     -7.200000      -11.000000     -12.600000         
20001219/1200    0.000000      0.000000     0.000000     -10.500000     -13.400000     -11.000000         
20001220/1200    0.000000      0.000000     0.100000     -10.700000     -13.000000     -14.600000         
20001221/1200    0.000000      0.000000     0.100000     -3.000000      -6.200000      -10.800000         
20001222/1200    0.600000      0.400000     1.800000     1.300000       -1.400000      -4.700000          
20001223/1200    6.000000      5.200000     1.300000     -2.300000      -4.100000      -5.600000          
20001224/1200    1.800000      3.900000     1.200000     -2.200000      -4.100000      -4.400000          
20001225/1200    0.000000      7.200000     0.700000     -2.200000      -3.900000      -5.700000          
20001226/1200    4.800000      8.600000     0.900000     -9.000000      -11.400000     -16.799999         
20001227/1200    0.000000      0.000000     0.000000     -10.900000     -12.900000     -13.300000         
20001228/1200    0.000000      0.000000     0.000000     -14.400000     -18.299999     -13.800000         
20001229/1200    0.000000      0.000000     0.300000     -18.400000     -20.500000     -21.900000         
20001230/1200    0.000000      0.000000     0.700000     -18.900000     -20.299999     -22.799999         
20001231/1200    0.000000      0.000000     0.000000     -13.600000     -16.200001     -32.299999         
20010101/1200    0.000000      0.000000     0.000000     -2.500000      -6.300000      -12.900000         
20010102/1200    0.000000      0.400000     1.200000     -1.500000      -5.300000      -5.900000          
20010103/1200    0.000000      0.000000     0.000000     3.000000       -1.000000      -4.900000          
20010104/1200    0.000000      0.000000     1.000000     2.100000       -1.300000      -4.400000          
20010105/1200    0.000000      0.000000     0.000000     2.400000       0.100000       -1.800000          
20010106/1200    0.000000      0.000000     0.400000     3.300000       0.400000       -0.700000          
20010107/1200    0.000000      0.000000     2.500000     1.800000       -0.600000      -1.400000          
20010108/1200    0.000000      0.000000     0.000000     -4.700000      -6.100000      -3.600000          
20010109/1200    0.300000      4.400000     0.300000     -2.400000      -3.400000      -5.000000          
20010110/1200    0.100000      4.600000     1.500000     -4.200000      -3.400000      -4.900000          
20010111/1200    21.200001     16.400000    8.000000     -1.500000      -1.300000      -3.800000              
20010112/1200    5.200000      14.000000    5.600000     2.000000       1.200000       0.700000           
20010113/1200    7.800000      0.300000     2.300000     1.200000       -8.000000      -5.100000          
20010114/1200    0.000000      0.000000     0.000000     -1.200000      -9.800000      -15.200000         
20010115/1200    0.000000      0.000000     0.000000     -4.200000      -7.700000      -18.799999         
20010116/1200    0.000000      0.000000     0.000000     -9.700000      -10.800000     -26.400000         
20010117/1200    0.000000      0.000000     0.000000     -7.700000      -8.700000      -22.900000         
20010118/1200    0.000000      0.000000     0.000000     -9.300000      -12.100000     -23.600000         
20010119/1200    0.000000      0.000000     0.000000     -8.800000      -13.700000     -23.600000         
20010120/1200    0.000000      0.000000     0.000000     -3.600000      -9.400000      -20.100000         
20010121/1200    0.000000      0.000000     0.000000     -0.900000      -4.200000      -6.200000          
20010122/1200    0.000000      0.000000     0.000000     -2.200000      -5.000000      -5.800000          
20010123/1200    0.000000      0.000000     0.000000     -3.000000      -5.200000      -6.500000          
20010124/1200    0.000000      0.000000     0.400000     1.400000       -1.200000      -2.700000          
20010125/1200    0.000000      0.000000     0.700000     4.300000       2.100000       -1.200000          
20010126/1200    0.000000      0.000000     0.000000     3.700000       1.300000       0.100000           
20010127/1200    0.000000      0.000000     0.000000     1.900000       -1.900000      -1.900000          
20010128/1200    0.000000      0.000000     0.000000     -6.000000      -8.400000      -12.900000         
20010129/1200    0.000000      0.000000     0.000000     -4.300000      -5.000000      -7.700000          
20010130/1200    6.200000      1.800000     1.000000     0.100000       -2.800000      -4.700000          
20010131/1200    5.000000      1.300000     1.600000     -2.200000      -4.300000      -5.100000          
20010201/1200    3.500000      2.300000     1.100000     -15.500000     -16.799999     -26.299999         
